text	NE_begin	NE_end	NE_id	sentence	work title	Identifier	MiMoTextBase_ID	Wikidata	type
Bauer-Funke_1998b	91244	91253	393185	743	Bélisaire	Belisaire_Marmontel	Q1033	Q5005038	Literary work
Bauer-Funke_1998b	92000	92009	393207	748	Les Incas	Incas_Marmontel	Q1048	Q106889862	Literary work
Bauer-Funke_1998b	92154	92163	393229	751	L'an 2440	L'An_Mercier	Q1039	Q82530	Literary work
Bauer-Funke_1998b	92259	92274	393251	751	L’homme sauvage	Sauvage_Mercier			Literary work
Bauer-Funke_1998b	92286	92311	393273	751	Les songes philosophiques	Songes_Mercier			Literary work
Bauer-Funke_1998b	92376	92389	393295	752	contes moraux	Moraux_Mercier	Q1702		Literary work
Bauer-Funke_1998b	92421	92455	393317	753	L'an 2440. Rêve s'il en fût jamais	L'An_Mercier	Q1039	Q82530	Literary work
Bauer-Funke_1998b	93721	93737	393339	764	Tableau de Paris	Tableau_Mercier		Q3513445	Literary work
Bauer-Funke_1998b	94303	94319	393361	769	Tableau de Paris	Tableau_Mercier		Q3513445	Literary work
Bauer-Funke_1998b	94752	94768	393383	772	Tableau de Paris	Tableau_Mercier		Q3513445	Literary work
Bauer-Funke_1998b	95897	95921	393397	784	Les liaisons dangereuses	Liaisons_Laclos	Q1053	Q862050	Literary work
Bauer-Funke_1998b	98251	98271	393411	800	Liaisons dangereuses	Liaisons_Laclos	Q1053	Q862050	Literary work
Bauer-Funke_1998b	98621	98641	393441	804	La famille vertueuse	Vertueuse_Retif	Q1615		Literary work
Bauer-Funke_1998b	98692	98742	393463	805	Le pied de Fanchette ou Le soulier couleur de rose	Fanchette_Retif	Q1706		Literary work
Bauer-Funke_1998b	99340	99356	393485	810	Monsieur Nicolas	Nicolas_Retif		Q3321423	Literary work
Bauer-Funke_1998b	99395	99413	393529	811	Le paysan perverti	Perverti_Retif	Q1918		Literary work
Bauer-Funke_1998b	99490	99507	393551	811	Le paysan parvenu	Parvenu_Marivaux		Q3225376	Literary work
Bauer-Funke_1998b	99822	99843	393507	814	La paysanne pervertie	Pervertie_Retif	Q1065		Literary work
Bauer-Funke_1998b	99897	99915	393573	815	Le paysan perverti	Perverti_Retif	Q1918		Literary work
Bauer-Funke_1998b	99995	100017	393595	816	La découverte australe	Decouverte_Retif		Q19819285	Literary work
Bauer-Funke_1998b	101005	101024	393617	823	Etudes de la nature	Etudes_Bernardin		Q107264811	WORK
Bauer-Funke_1998b	101071	101087	393639	824	Paul et Virginie	Paul_Bernardin		Q2293012	Literary work
Bauer-Funke_1998b	103171	103198	393653	846	Lettres écrites de Lausanne	Caliste_Charriere	Q1066	Q19136090	Literary work
Bauer-Funke_1998b	103322	103329	393667	847	Caliste	Caliste_Charriere	Q2240	Q19136090	Literary work
Bauer-Funke_1998b	103362	103389	393689	847	Lettres écrites de Lausanne	Caliste_Charriere	Q1066	Q19136090	Literary work
Bauer-Funke_1998b	104222	104232	393797	854	Micromégas	Micromegas_Voltaire	Q1011	Q1785978	Literary work
Bauer-Funke_1998b	104244	104251	393819	854	Candide	Candide_Voltaire	Q1022	Q215894	Literary work
Bauer-Funke_1998b	104566	104584	393855	857	Le diable amoureux	Diable_Cazotte	Q1040	Q1994609	Literary work
Bauer-Funke_1998b	105162	105180	393877	861	Les contemporaines	Contemporaines_Retif	Q2024		Literary work
Bauer-Funke_1998b	105194	105208	393899	861	Les Françaises	Françaises_Retif	Q2223		Literary work
Bauer-Funke_1998b	105220	105235	393921	861	Les parisiennes	Parisiennes_Retif	Q2263		Literary work
Bauer-Funke_1998b	106223	106230	393959	867	Pauline	Pauline_Stael			Literary work
Bauer-Funke_1998b	106445	106465	393981	869	La nuit et le moment	Nuit_Crebillon	Q1015	Q30738391	Literary work
Bauer-Funke_1998b	106473	106497	394003	869	Le hasard du coin de feu	Hasard_Crebillon			Literary work
Bauer-Funke_1998b	107547	107554	394025	878	Mercure	Mercure_Collectif		Q186225	WORK
Bauer-Funke_1998b	107591	107604	394055	879	contes moraux	Moraux_Marmontel	Q1426	Q107289374	Literary work
Bauer-Funke_1998b	107971	107984	394077	881	contes moraux	Moraux_Marmontel	Q1426	Q107289374	Literary work
Bauer-Funke_1998b	108206	108222	394099	883	La mauvaise mère	Mere_Marmontel			Literary work
Bauer-Funke_1998b	108230	108252	394121	883	Le misanthrope corrigé	Misanthrope_Marmontel			Literary work
Bauer-Funke_1998b	108283	108294	394143	883	Le bon mari	Mari_Marmontel			Literary work
Bauer-Funke_1998b	108301	108329	394165	883	La femme comme il y en a peu	Femme_Marmontel	Q1990		Literary work
Bauer-Funke_1998b	108798	108821	394187	888	Tausend und einer Nacht	Mille_Collectif		Q8258	Literary work
Bauer-Funke_1998b	108823	108839	394209	888	La patte du chat	Chat_Cazotte			Literary work
Bauer-Funke_1998b	108851	108872	394231	888	Mille et une fadaises	Fadaises_Cazotte			Literary work
Bauer-Funke_1998b	108904	108932	394253	888	Suite des Mille et une nuits	Mille_Cazotte			Literary work
Bauer-Funke_1998b	108999	109017	394275	889	Le diable amoureux	Diable_Cazotte	Q1040	Q1994609	Literary work
Bauer-Funke_1998b	110656	110664	394289	900	Henriade	Henriade_Voltaire		Q1990294	Literary work
Bauer-Funke_1998b	110881	110889	394319	901	héroïdes	Heroides_Voltaire			Literary work
Bauer-Funke_1998b	111498	111512	394341	906	Night Thoughts	Night_Young		Q19082839	Literary work
Bauer-Funke_1998b	111553	111590	394363	906	Elegy Written in a Country Churchyard	Elegy_Gray		Q1936762	Literary work
Bauer-Funke_1998b	111613	111640	394385	906	Méditations among the Tombs	Meditations_Hervey			Literary work
Bauer-Funke_1998b	111683	111700	394399	906	Ossian-Dichtungen	Ossian_Macpherson		Q503756	Literary work
Bauer-Funke_1998b	111728	111735	394421	906	Idyllen	Idyllen_Gessner		Q64563962	Literary work
Bauer-Funke_1998b	112352	112359	394443	911	Saisons	Saisons_Saint-Lambert	Q1709	Q19213376	Literary work
Bauer-Funke_1998b	112504	112514	394465	912	Géorgiques	Georgiques_Virgile		Q674439	Literary work
Bauer-Funke_1998b	112655	112699	394487	913	Les jardins ou L'art d’embellir les paysages	Jardins_Delille		Q19211390	Literary work
Bauer-Funke_1998b	112711	112758	394509	913	L’homme des champs ou Les géorgiques françaises	Champs_Delille		Q19179754	Literary work
Bauer-Funke_1998b	112877	112885	394531	915	Les mois	Mois_Roucher		Q19211894	Literary work
Bauer-Funke_1998b	113220	113237	394553	918	Poésies érotiques	Erotiques_Parny		Q15936615	Literary work
Bauer-Funke_1998b	113272	113282	394575	918	Les amours	Amours_Bertin			Literary work
Bauer-Funke_1998b	113502	113509	394597	920	Idylles	Idyllen_Gessner		Q64563962	Literary work
Bauer-Funke_1998b	113518	113546	394619	920	Idylles et poèmes champêtres	Idyllen_Gessner		Q64563962	Literary work
Bauer-Funke_1998b	113560	113571	394641	920	Les saisons	Saisons_Saint-Lambert	Q1709	Q19213376	Literary work
Bauer-Funke_1998b	114623	114655	394655	929	Epitre a Lebrun sur ses ouvrages	Epitre_Chenier			WORK
Bauer-Funke_1998b	114947	114954	394677	932	Elegies	Elegies_Chenier		Q19167395	Literary work
Bauer-Funke_1998b	115431	115441	394691	935	Bucoliques	Bucoliques_Chenier		Q19135862	Literary work
Bauer-Funke_1998b	115447	115451	394713	935	Odes	Odes_Chenier		Q19221324	Literary work
Bauer-Funke_1998b	115511	115525	394757	935	Pièces à Fanny	Fanny_Chenier			Literary work
Bauer-Funke_1998b	115914	115925	394779	938	L'invention	Invention_Chenier		Q19180315	Literary work
Bauer-Funke_1998b	115927	115933	394801	938	Hermès	Hermes_Chenier			Literary work
Bauer-Funke_1998b	115938	115948	394823	938	L'Amérique	Amerique_Chenier		Q19176992	Literary work
Bauer-Funke_1998b	116019	116034	394845	939	Le Jeu de Paume	Jeu_Chenier		Q19195411	Literary work
Bauer-Funke_1998b	116154	116164	394867	940	Les Iambes	Iambes_Chenier		Q19174230	Literary work
Bauer-Funke_1998b	116415	116431	394889	942	La jeune captive	Jeune_Chenier		Q107277662	Literary work
Bauer-Funke_1998b	117465	117476	394933	951	Confessions	Confessions_Rousseau		Q1207595	Literary work
Bauer-Funke_1998b	118328	118398	394955	958	Mémoires secrets pour servir à l'histoire de la république des lettres	Memoires_Bachaumont		Q3333106	WORK
Bauer-Funke_1998b	118463	118533	394977	959	Mémoires secrets pour servir à l’histoire de la république des lettres	Memoires_Bachaumont		Q3333106	WORK
Bauer-Funke_1998b	119414	119439	395021	968	Correspondance littéraire	Correspondance_Diderot		Q1135325	WORK
Bauer-Funke_1998b	121936	121969	395111	984	Annonces, Affiches et avis divers	Annonces_Collectif		Q26709625	WORK
Bauer-Funke_1998b	122028	122055	395125	985	Journal des Dames	Journal_Dorat			WORK
Bauer-Funke_1998b	122344	122383	395147	988	Lettres sur quelques écrits de ce temps	Annee_Collectif		Q3202110	WORK
Bauer-Funke_1998b	122404	122420	395169	988	Année littéraire	Annee_Collectif		Q3202110	WORK
Bauer-Funke_1998b	122548	122570	395191	989	journal encyclopédique	Encyclopedique_Collectif		Q3186883	WORK
Bauer-Funke_1998b	122616	122623	395213	990	Mercure	Mercure_Collectif		Q186225	WORK
Bauer-Funke_1998b	124137	124165	395353	1004	Qu'est-ce que le Tiers Etat?	Tiers-Etat_Sieyes		Q3141613	WORK
Bauer-Funke_1998b	124216	124230	395375	1005	Contrat social	Contrat_Rousseau		Q190126	WORK
Bauer-Funke_1998b	124753	124769	395397	1008	Lettres persanes	Persanes_Montesquieu		Q1050479	Literary work
Bauer-Funke_1998b	124794	124815	395419	1008	Lettres philosophiques	Philosophiques_Voltaire		Q2551373	WORK
Bauer-Funke_1998b	125029	125041	395441	1010	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	125102	125122	395463	1011	De l'esprit des lois	L'Esprit_Montesquieu		Q514727	WORK
Bauer-Funke_1998b	125143	125160	395485	1011	Du contrat social	Contrat_Rousseau		Q190126	WORK
Bauer-Funke_1998b	130055	130063	395543	1049	Discours	Discours_Danton			WORK
Bauer-Funke_1998b	131154	131210	395595	1059	’esprit de la Révolution et de la constitution de France	Esprit_Saint-Just		Q19179232	WORK
Bauer-Funke_1998b	131942	131959	395617	1066	Gazette de France	Gazette_Collectif		Q2306879	WORK
Bauer-Funke_1998b	131973	132000	395639	1066	Gazette nationale de France	Gazette_Collectif		Q2306879	WORK
Bauer-Funke_1998b	132065	132082	395661	1067	Mercure de France	Mercure_Collectif		Q186225	WORK
Bauer-Funke_1998b	132111	132127	395683	1067	Mercure Français	Mercure_Collectif		Q186225	WORK
Bauer-Funke_1998b	132184	132200	395705	1069	Le père Duchesne	Duchesne_Collectif		Q1069380	WORK
Bauer-Funke_1998b	132250	132269	395727	1070	Le tribun du peuple	Tribun_Babeuf		Q56322578	WORK
Bauer-Funke_1998b	132432	132458	395749	1071	Journal politique national	Journal_Castres			WORK
Bauer-Funke_1998b	132866	132905	395771	1075	Les Révolutions de France et de Brabant	Revolutions_Desmoulins			WORK
Bauer-Funke_1998b	132959	132977	395793	1076	Le vieux cordelier	Cordelier_Collectif		Q2401710	WORK
Bauer-Funke_1998b	133283	133298	395815	1079	L'ami du peuple	L'Ami_Collectif		Q719806	WORK
Bauer-Funke_1998b	133334	133371	395837	1079	Le journal de la République française	Officiel_Collectif		Q1815103	WORK
Bauer-Funke_1998b	134591	134628	395859	1091	Droits de la femme et de la citoyenne	Declaration_Gouges		Q730868	WORK
Bauer-Funke_1998b	134941	134992	395873	1094	Réflexions sur le procès de la reine, par une femme	Reine_Stael			WORK
Bauer-Funke_1998b	135131	135164	395895	1095	Réflexions sur la paix intérieure	Paix_Stael			WORK
Bauer-Funke_1998b	135180	135251	395917	1095	Considérations sur les principaux événements de la Révolution française	Considerations_Stael		Q107179831	WORK
Bauer-Funke_1998b	136483	136510	395969	1108	Des erreurs et de la vérité	Verite_Saint-Martin			WORK
Bauer-Funke_1998b	136522	136599	395991	1108	Le tableau naturel des rapports qui existent entre la nature, l’homme et Dieu	Tableau_Saint-Martin			WORK
Bauer-Funke_1998b	136693	136709	396021	1108	L'homme de désir	Desir_Saint-Martin			Literary work
Bauer-Funke_1998b	137478	137490	396065	1115	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	137575	137612	396109	1116	Réflexions sur l'esclavage des nègres	Negres_Condorcet		Q3454750	WORK
Bauer-Funke_1998b	138010	138071	396131	1119	Rapport sur l'organisation générale de l'instruction publique	Rapport_Condorcet			WORK
Bauer-Funke_1998b	138249	138312	396153	1122	Esquisse d'un tableau historique des progrès de l’esprit humain	Esquisse_Condorcet		Q55596793	WORK
Bauer-Funke_1998b	138455	138518	396175	1124	Esquisse d’un tableau historique des progrès de l'esprit humain	Esquisse_Condorcet		Q55596793	WORK
Bauer-Funke_1998b	140688	140721	396211	1140	Marat assassiné dans la baignoire				WORK
Bauer-Funke_1998b	142714	142735	396263	1156	La chaumière indienne	Chaumiere_Bernardin	Q1079	Q30741197	Literary work
Bauer-Funke_1998b	143208	143216	396285	1159	L’émigré	L'Emigre_Meilhan	Q1090		Literary work
Bauer-Funke_1998b	143335	143354	396307	1159	sur les Revolutions	Revolutions_Chateaubriand		Q3944839	WORK
Bauer-Funke_1998b	144626	144659	396351	1170	Charles IX ou La Saint-Barthélemy	Charles_Chenier			Literary work
Bauer-Funke_1998b	144918	144952	396373	1172	De la liberté du théâtre en France	Liberte_Chenier			WORK
Bauer-Funke_1998b	145914	145948	396395	1179	De la liberté du théâtre en France	Liberte_Chenier			WORK
Bauer-Funke_1998b	146564	146590	396439	1184	La mort de Mlle Lecouvreur	Lecouvreur_Voltaire			Literary work
Bauer-Funke_1998b	147303	147323	396461	1190	La fête de la Raison	Fete_Marechal			Literary work
Bauer-Funke_1998b	148039	148060	396505	1195	Calas ou Le fanatisme	Calas_D'Argy			Literary work
Bauer-Funke_1998b	148075	148085	396527	1195	Jean Calas	Calas_Laya			Literary work
Bauer-Funke_1998b	148109	148140	396549	1195	lean Calas ou L’école des luges	Calas_Chenier			Literary work
Bauer-Funke_1998b	148747	148765	396595	1202	Le père de famille	Pere_Diderot		Q3226137	Literary work
Bauer-Funke_1998b	148779	148807	396617	1202	Le philosophe sans le savoir	Philosophe_Sedaine		Q3225581	Literary work
Bauer-Funke_1998b	148824	148831	396639	1202	Eugénie	Eugenie_Beaumarchais		Q3060256	Literary work
Bauer-Funke_1998b	148951	148967	396661	1203	La mère coupable	Mere_Beaumarchais		Q762704	Literary work
Bauer-Funke_1998b	149356	149378	396683	1205	Les vieux célibataires	Celibataire_D'Harleville			Literary work
Bauer-Funke_1998b	149404	149435	396705	1205	Cathéri-ne ou La belle fermière	Fermiere_Candeille		Q101226024	Literary work
Bauer-Funke_1998b	149450	149464	396719	1205	L’ami des lois	Lois_Laya			Literary work
Bauer-Funke_1998b	150207	150216	396771	1212	Pygmalion	Pygmalion_Rousseau		Q129253	Literary work
Bauer-Funke_1998b	151368	151398	396793	1220	Coelina ou L’enfant du mystère	Coelina_Pixerecourt	Q2744	Q110988040	Literary work
Bauer-Funke_1998b	151457	151487	396815	1221	Victor ou L'enfant de la forêt	Victor_Pixerecourt			Literary work
Bauer-Funke_1998b	151499	151522	396837	1221	Le château des Apennins	Chateau_Pixerecourt			Literary work
Bauer-Funke_1998b	151605	151624	396859	1222	La forêt périlleuse	Foret_Treogate			Literary work
Bauer-Funke_1998b	152188	152194	396873	1229	Tibère	Tibere_Chenier		Q107169744	Literary work
Bauer-Funke_1998b	152314	152324	396895	1230	Henri VIII	Henry_Chenier			Literary work
Bauer-Funke_1998b	152333	152347	396917	1230	Caius Gracchus	Gracchus_Chenier			Literary work
Bauer-Funke_1998b	152359	152367	396939	1230	Timoléon	Timoleon_Chenier			Literary work
Bauer-Funke_1998b	152502	152534	396961	1232	Charles IX ou La Saint-Barthélemy	Charles_Chenier			Literary work
Bauer-Funke_1998b	153920	153930	396983	1241	Charles IX				Literary work
Bauer-Funke_1998b	154231	154257	397019	1245	Le livre échappé au Déluge	Echappe_Marechal			WORK
Bauer-Funke_1998b	154674	154702	397049	1249	Le jugement dernier des rois	Jugement_Marechal			Literary work
Bauer-Funke_1998b	155738	155766	397071	1256	Le jugement dernier des rois	Jugement_Marechal			Literary work
Bauer-Funke_1998b	156089	156142	397101	1260	Déclaration des droits de la femme et de la citoyenne	Declaration_Gouges		Q730868	WORK
Bauer-Funke_1998b	156250	156282	397123	1261	Le mariage inattendu de Chérubin	Cherubin_Gouges			Literary work
Bauer-Funke_1998b	156324	156330	397145	1261	Figaro	Figaro_Beaumarchais		Q1199684	Literary work
Bauer-Funke_1998b	156371	156392	397167	1262	L’esclavage des noirs	Noirs_Gouges		Q25389160	Literary work
Bauer-Funke_1998b	156482	156509	397189	1263	Mirabeau aux Champs-Elysées	Mirabeau_Gouges			Literary work
Bauer-Funke_1998b	156518	156547	397211	1263	Le couvent ou Les vœux forcés	Couvent_Gouges		Q64021996	Literary work
Bauer-Funke_1998b	156559	156610	397233	1263	Le général Dumouriez à Bruxelles ou Les vivandiers	Dumouriez_Gouges			Literary work
Bauer-Funke_1998b	156968	156988	397247	1266	Journal par affiches				WORK
Bauer-Funke_1998b	157342	157392	397269	1268	Les gens de lettres ou /e poète provincial à Paris	Gens_D'Eglantine			Literary work
Bauer-Funke_1998b	157401	157443	397291	1268	Le présomptueux ou L'heureux imaginaire	Presomptueux_D'Eglantine			Literary work
Bauer-Funke_1998b	157473	157480	397313	1268	Augusta	Augusta_D'Eglantine			Literary work
Bauer-Funke_1998b	157556	157580	397335	1268	Le Philip, te de Molière	Philinte_D'Eglantine		Q111070600	Literary work
Bauer-Funke_1998b	157620	157631	397373	1269	Misanthrope	Misanthrope_Moliere 			Literary work
Bauer-Funke_1998b	157658	157677	397395	1269	Lettre à d'Alembert	D'Alembert_Rousseau		Q6533603	WORK
Bauer-Funke_1998b	159265	159273	397417	1282	Tancrède	Tancrede_Sade			Literary work
Bauer-Funke_1998b	159301	159328	397439	1282	Azélis ou La coquette punie	Azelis_Sade			Literary work
Bauer-Funke_1998b	159366	159403	397461	1282	jeanne Laisné ou Le siège de Beauvais	Laisne_Sade			Literary work
Bauer-Funke_1998b	159533	159580	397483	1283	Le comte Oxtiern ou Les malheurs du libertinage	Oxtiern_Sade		Q72211409	Literary work
Bauer-Funke_1998b	159615	159627	397505	1283	Le suborneur	Suborneur_Sade			Literary work
Bauer-Funke_1998b	159728	159743	397527	1284	Les antiquaires	Antiquaires_Sade			Literary work
Bauer-Funke_1998b	159771	159803	397549	1284	Fanni ou Les effets du désespoir	Fanni_Sade			Literary work
Bauer-Funke_1998b	159815	159862	397563	1284	Le comte Oxtiern ou Les malheurs du libertinage	Oxtiern_Sade		Q72211409	Literary work
Bauer-Funke_1998b	159874	159895	397585	1284	Franchise et trahison	Franchise_Sade			Literary work
Bauer-Funke_1998b	159990	160037	397599	1285	Le comte Oxtiern ou Les malheurs du libertinage	Oxtiern_Sade		Q72211409	Literary work
Bauer-Funke_1998b	160628	160635	397621	1290	Oxtiern	Oxtiern_Sade		Q72211409	Literary work
Bauer-Funke_1998b	161051	161068	397665	1294	faits historiques				Literary work
Bauer-Funke_1998b	161354	161384	397687	1297	Victor ou L'enfant de la forêt	Victor_Pixerecourt			Literary work
Bauer-Funke_1998b	161585	161616	397709	1298	Coelina ou 1. enfant du mystère	Coelina_Pixerecourt	Q2744	Q110988040	Literary work
Bauer-Funke_1998b	163952	163958	397753	1317	Ça ira				Literary work
Bauer-Funke_1998b	163971	163981	397775	1317	Carmagnole				Literary work
Bauer-Funke_1998b	163994	164006	397797	1317	Marseillaise	Marseillaise_Rouget		Q41180	Literary work
Bauer-Funke_1998b	164022	164037	397819	1317	Chant du départ	Chant_Chenier		Q1365006	Literary work
Bauer-Funke_1998b	164075	164087	397841	1318	Marseillaise	Marseillaise_Rouget		Q41180	Literary work
Bauer-Funke_1998b	164178	164214	397863	1319	Chant de guerre pour l'armée du Rhin	Marseillaise_Rouget		Q41180	Literary work
Bauer-Funke_1998b	164437	164458	397885	1321	Hymne des Marseillais	Marseillaise_Rouget		Q41180	Literary work
Bauer-Funke_1998b	164562	164574	397907	1322	Marseillaise	Marseillaise_Rouget		Q41180	Literary work
Bauer-Funke_1998b	164760	164775	397937	1325	Le /eu de Paume	Jeu_Chenier		Q19195411	Literary work
Bauer-Funke_1998b	164954	164970	397959	1326	La jeune captive	Jeune_Chenier		Q107277662	Literary work
Bauer-Funke_1998b	164979	164985	397981	1326	Iambes	Iambes_Chenier		Q19174230	Literary work
Bauer-Funke_1998b	165574	165581	398011	1334	Oberman	Oberman_Senancour		Q14268897	Literary work
